,article_id,tweet_id,tweet_body,post_timestamp,post_location,conversation_id,retweet_count,reply_count,like_count,quote_count,user_id,user_timestamp,user_nickname,username,user_location,user_followers,user_following,user_tweet_count,user_listed_count
69668,1632,1509499474137300992,"Just a young activist getting ready for Ohio’s #DayOfEmpathy!

Ready to kick hate where it hurts, spread love, and talk about some much needed reforms!

Love you folks! I’ll be on and off today but I’ll share pictures/videos of the event! 💙🤗 https://t.co/ocV8p47atC",2022-03-31T11:54:54.000Z,,1509499474137300992,74,30,359,5,1321788177884057600,2020-10-29T12:17:27.000Z,Brandon West,BrandonWest01,"Lorain, Ohio",14185,14984,19885,15
69793,1649,1509525246793043969,The craziest part about Will Smith slapping Chris Rock is that the Biden administration just proposed the largest tax hike in history as well as the highest military budget of all time while setting record gas prices just 2 weeks ago.,2022-03-31T13:37:19.000Z,,1509525246793043969,25,4,93,0,1051469183597260800,2018-10-14T13:46:03.000Z,Jason Bassler,JasonBassler1,"Sacramento, CA",7728,2865,6482,38
69914,1652,1509681090403127296,"Hallelujah someone finally listened to those raising accessibility concerns about rainbow crossings! 
""It's a safety concern, when we put our foot on a colour it disappears,"" said Blind Citizens New Zealand and Blind Low Vision Foundation member... https://t.co/2llhLUWrNZ",2022-03-31T23:56:35.000Z,,1509681090403127296,9,6,62,1,41550430,2009-05-21T08:03:25.000Z,Ani O'Brien,aniobrien,"Wellington, NZ",17906,1837,12767,100
69954,1652,1509680634184278029,"@OuroboRick @DylanBurns1776 Red Forest is the most dangerous area besides the nuclear plant itself, it took the biggest hit during the catastrophe, so the trees actually turned red.
Basically you can't walk here, not to mention raising dust with your heavy tech and digging trenches.
Watch Chernobyl doc",2022-03-31T23:54:46.000Z,,1509675006384615433,1,3,201,0,191142393,2010-09-15T18:16:09.000Z,Jeanosis 🇺🇦,jeanosis_ef,dp,318,301,2043,5
69955,1652,1509680634184278029,"@OuroboRick @DylanBurns1776 Red Forest is the most dangerous area besides the nuclear plant itself, it took the biggest hit during the catastrophe, so the trees actually turned red.
Basically you can't walk here, not to mention raising dust with your heavy tech and digging trenches.
Watch Chernobyl doc",2022-03-31T23:54:46.000Z,,1509675006384615433,1,3,201,0,191142393,2010-09-15T18:16:09.000Z,Jeanosis 🇺🇦,jeanosis_ef,dp,318,301,2044,5
69975,1652,1509680341124284416,"We will be raising funds for Black and Pink for Trans Day of Visibility starting in about 7 minutes with a few good comrades! I'll be showing up a bit late but see ya there!

https://t.co/RvLqwyCbCh

https://t.co/oGbB2aO9wu https://t.co/1f3mWpW2p6",2022-03-31T23:53:36.000Z,,1509680341124284416,23,1,109,0,1016148066850648064,2018-07-09T02:32:33.000Z,Dr.Luna Oi! 👁 US&UK Expert 👁,LunaOi_VN,"Da Nang, Vietnam",77203,779,17635,233
69976,1652,1509680341124284416,"We will be raising funds for Black and Pink for Trans Day of Visibility starting in about 7 minutes with a few good comrades! I'll be showing up a bit late but see ya there!

https://t.co/RvLqwyCbCh

https://t.co/oGbB2aO9wu https://t.co/1f3mWpW2p6",2022-03-31T23:53:36.000Z,,1509680341124284416,23,1,109,0,1016148066850648064,2018-07-09T02:32:33.000Z,Dr.Luna Oi! 👁 US&UK Expert 👁,LunaOi_VN,"Da Nang, Vietnam",77206,779,17635,233
70089,1656,1509671753924046848,“I’ve always been a big Ron Paul fan”. ~ @jockowillink from a recent Unraveling podcast of his with the great @scotthortonshow,2022-03-31T23:19:29.000Z,,1509671753924046848,8,3,138,0,17164375,2008-11-04T18:58:32.000Z,Allan Bartlett,allanbartlett,"Irvine,CA",1171,759,17950,46
70165,1656,1509634770191499266,Ron Paul would have won the Latino vote if they knew he saved baby Selena's life. https://t.co/SSZsLzllJ5,2022-03-31T20:52:31.000Z,,1509583076594176002,3,3,51,0,116319448,2010-02-22T01:30:24.000Z,Julie Borowski,JulieBorowski,,67197,8227,65830,1073
70250,1656,1509601872407154692,"Was Ron Paul delivering babies in Houston circa March 1984, asking for a friend",2022-03-31T18:41:48.000Z,,1509598177162412046,0,5,87,0,756331316,2012-08-14T02:56:06.000Z,Adam H. Johnson,adamjohnsonNYC,"Chicago, IL",140355,1680,115167,1635
70329,1657,1509680941333155846,"Florida Gov. Ron DeSantis sued by LGBTQ students, parents over new law: A group of over a dozen students, parents, educators and advocates filed a federal lawsuit Thursday against Florida Gov. via NBCNews https://t.co/0SW5TLvX9P",2022-03-31T23:55:59.000Z,,1509680941333155846,30,5,104,1,24733117,2009-03-16T17:42:55.000Z,Jeffrey Levin 🇺🇦,jilevin,"San Jose, CA",635574,596754,815458,5209
70330,1657,1509680941333155846,"Florida Gov. Ron DeSantis sued by LGBTQ students, parents over new law: A group of over a dozen students, parents, educators and advocates filed a federal lawsuit Thursday against Florida Gov. via NBCNews https://t.co/0SW5TLvX9P",2022-03-31T23:55:59.000Z,,1509680941333155846,30,5,104,1,24733117,2009-03-16T17:42:55.000Z,Jeffrey Levin 🇺🇦,jilevin,"San Jose, CA",635571,596747,815470,5209
70331,1657,1509680941333155846,"Florida Gov. Ron DeSantis sued by LGBTQ students, parents over new law: A group of over a dozen students, parents, educators and advocates filed a federal lawsuit Thursday against Florida Gov. via NBCNews https://t.co/0SW5TLvX9P",2022-03-31T23:55:59.000Z,,1509680941333155846,30,5,104,1,24733117,2009-03-16T17:42:55.000Z,Jeffrey Levin 🇺🇦,jilevin,"San Jose, CA",635574,596747,815475,5209
70364,1657,1509679633024888840,"#eldenring update!

Yesterday I beat the Godskin Noble!

Today I beat Rykard, Lord of Blasphemy.

Then I died to the tree sentinel a dozen times 😭

Send hugs🤗",2022-03-31T23:50:47.000Z,,1509679633024888840,0,18,113,0,2231615317,2013-12-05T15:06:51.000Z,Osama Dorias 🏠,osamadorias,Montreal he/him,15950,4657,67403,141
70370,1657,1509679491353882629,"The Zealous Anti-Abortion Activist: Every fetus is a human being and what you do is MURDERRRRRR!!!! 

Also the Anti-Abortion Activist: Imma just collect half dozen of these fetuses and keep them around my house … for reasons. 

Folks on the right: ain’t none of them right!",2022-03-31T23:50:13.000Z,{'place_id': '00eb8de9015a3185'},1509679491353882629,9,3,81,0,48248079,2009-06-18T04:42:18.000Z,M. Belanger,sethanikeem,Ohio - Kaskaskia & Erie land,42641,1250,68739,625
70412,1657,1509677665241894921,More than a dozen good friends won their appeals and got their accounts back this week. Welcome home❤️,2022-03-31T23:42:58.000Z,,1509677665241894921,23,22,182,2,1288965434167840768,2020-07-30T22:32:48.000Z,Bon Hanson🌊,BonHanson79,,39139,40132,82901,30
70419,1657,1509677426212810753,I’ve seen DRACULA 2000 probably a half dozen times. I’m not going to tell you it’s great but I enjoy this dated movie quite a bit. Aside from some silly effects - the film looks and sounds good if you don’t mind it’s very nu-metal soundtrack and a lackluster Dracula. https://t.co/uXhvyuM7N6,2022-03-31T23:42:01.000Z,,1509677426212810753,2,23,109,4,75295839,2009-09-18T14:40:32.000Z,Brad Henderson,BradFHenderson,Florida ,15038,1146,60132,115
70425,1657,1509677141012754435,"If you’re thrilled that over a dozen students and teachers just filed a HUGE lawsuit against Governor Ron DeSantis for “violating the Constitutional rights of LGBTQ students“ &amp; “stigmatizing, silencing &amp; erasing“ then by signing the “Don’t Say Gay“ bill, please RT and follow us!",2022-03-31T23:40:53.000Z,,1509676189153206285,412,27,1231,9,878284831,2012-10-13T17:12:40.000Z,Occupy Democrats,OccupyDemocrats,United States,320760,17561,90116,1670
70426,1657,1509677141012754435,"If you’re thrilled that over a dozen students and teachers just filed a HUGE lawsuit against Governor Ron DeSantis for “violating the Constitutional rights of LGBTQ students“ &amp; “stigmatizing, silencing &amp; erasing“ then by signing the “Don’t Say Gay“ bill, please RT and follow us!",2022-03-31T23:40:53.000Z,,1509676189153206285,412,27,1231,9,878284831,2012-10-13T17:12:40.000Z,Occupy Democrats,OccupyDemocrats,United States,320808,17561,90117,1670
70588,1663,1509681889174601728,YOU BETTER BELIEVE FOR YOU IVE CRIIIIIIIED,2022-03-31T23:59:45.000Z,,1509681889174601728,12,3,88,0,1362162963487014921,2021-02-17T22:12:40.000Z,Dominique,hmtwnparking,nj,442,185,2551,0
70934,1663,1509681282355449858,"IVE! 
Wonyoung kalo ga pake make up tuh masih keliatan muka Produce48 nya. 

13 Y/O Wonyoung             17 y/o Wonyoung https://t.co/kynyODLw5K",2022-03-31T23:57:20.000Z,,1509681282355449858,57,15,376,14,1429374608914849792,2021-08-22T09:27:30.000Z,IVE! OPEN DM,IVEMFS,rules,16816,401,13897,128
70935,1663,1509681282355449858,"IVE! 
Wonyoung kalo ga pake make up tuh masih keliatan muka Produce48 nya. 

13 Y/O Wonyoung             17 y/o Wonyoung https://t.co/kynyODLw5K",2022-03-31T23:57:20.000Z,,1509681282355449858,57,15,376,14,1429374608914849792,2021-08-22T09:27:30.000Z,IVE! OPEN DM,IVEMFS,rules,16818,401,13907,127
70936,1663,1509681282355449858,"IVE! 
Wonyoung kalo ga pake make up tuh masih keliatan muka Produce48 nya. 

13 Y/O Wonyoung             17 y/o Wonyoung https://t.co/kynyODLw5K",2022-03-31T23:57:20.000Z,,1509681282355449858,57,15,376,14,1429374608914849792,2021-08-22T09:27:30.000Z,IVE! OPEN DM,IVEMFS,rules,16817,401,13909,127
70937,1663,1509681282355449858,"IVE! 
Wonyoung kalo ga pake make up tuh masih keliatan muka Produce48 nya. 

13 Y/O Wonyoung             17 y/o Wonyoung https://t.co/kynyODLw5K",2022-03-31T23:57:20.000Z,,1509681282355449858,57,15,376,14,1429374608914849792,2021-08-22T09:27:30.000Z,IVE! OPEN DM,IVEMFS,rules,16818,401,13909,127
71155,1667,1509669718222901251,"@SkinnerPm I'm preparing to testify to my state legislature that ""an ounce of prevention is worth a pound of cure"" related to gun violence. Literally right now preparing. Of course, my state legislators include Laur*n Bohb!rt - so guess how optimistic I am? But I'll try my best. https://t.co/GndtWrEcRd",2022-03-31T23:11:23.000Z,,1509663189474103297,1,0,54,0,2809043142,2014-09-14T09:03:56.000Z,"Dr. ObamaStan, PhD #blacklivesmatter",DrObamastan,"Colorado, USA",441,515,9757,0
71291,1671,1509681483342135304,"Nak grow bisnes means kita kena keep improving. Nak improve, kena la ada record data. Kalau tak kita tak akan tau apa yang perlu diperbaiki. https://t.co/m29ITB21R4",2022-03-31T23:58:08.000Z,,1509681483342135304,15,3,60,1,74288572,2009-09-14T22:44:13.000Z,Amirul Mokhtar,amirulmokhtar,Malaysia,8527,194,6321,62
71292,1671,1509681483342135304,"Nak grow bisnes means kita kena keep improving. Nak improve, kena la ada record data. Kalau tak kita tak akan tau apa yang perlu diperbaiki. https://t.co/m29ITB21R4",2022-03-31T23:58:08.000Z,,1509681483342135304,15,3,60,1,74288572,2009-09-14T22:44:13.000Z,Amirul Mokhtar,amirulmokhtar,Malaysia,8529,194,6321,62
71428,1673,1509330367404122114,"""Melbourne is now the only capital city in Australia without a city deal.""

The way this federal government has treated Victoria ... from lockdown attacks to now denying Victorians a fair share of tax dollars. Leaves a bitter taste.
 https://t.co/Nil03se8gf",2022-03-31T00:42:56.000Z,,1509330367404122114,66,19,190,9,18492527,2008-12-30T23:40:30.000Z,Antoun Issa,antissa,Melbourne - Beirut - DC,8139,1001,253,357
71558,1675,1509665670983610368,"The United States has already sent roughly half a dozen lethal aid shipments to Ukraine as part of the Biden administration's $800 million package from earlier this month, according to the Pentagon's top spokesman.https://t.co/Ar5zwpYQVx",2022-03-31T22:55:18.000Z,,1509665670983610368,25,19,76,0,20545835,2009-02-10T21:04:49.000Z,Newsmax,newsmax,United States,1129743,611,141310,4894
71605,1675,1509659349387513859,"From @WSJopinion: The U.S. can use this opportunity to lure partners away from Russian arms and begin to box Russia out of strategic markets. But it must change its approach, write @RumleyGM and David Schenker https://t.co/e40STDhcFq",2022-03-31T22:30:11.000Z,,1509659349387513859,30,12,113,3,3108351,2007-04-01T06:22:13.000Z,The Wall Street Journal,WSJ,"New York, NY",19693760,1065,368676,125086
71606,1675,1509659349387513859,"From @WSJopinion: The U.S. can use this opportunity to lure partners away from Russian arms and begin to box Russia out of strategic markets. But it must change its approach, write @RumleyGM and David Schenker https://t.co/e40STDhcFq",2022-03-31T22:30:11.000Z,,1509659349387513859,30,12,113,3,3108351,2007-04-01T06:22:13.000Z,The Wall Street Journal,WSJ,"New York, NY",19693862,1065,368679,125086
71792,1682,1509669178105499663,Lush adaptation of best-selling novel beloved by Barack Obama brings Korean stars to the fore https://t.co/DAKKVdw67A,2022-03-31T23:09:15.000Z,,1509669178105499663,13,3,51,0,2768501,2007-03-29T02:15:36.000Z,ABC News,abcnews,Australia,1997982,1186,349557,13283
71793,1682,1509669178105499663,Lush adaptation of best-selling novel beloved by Barack Obama brings Korean stars to the fore https://t.co/DAKKVdw67A,2022-03-31T23:09:15.000Z,,1509669178105499663,13,3,51,0,2768501,2007-03-29T02:15:36.000Z,ABC News,abcnews,Australia,1997986,1186,349558,13282
71794,1682,1509669178105499663,Lush adaptation of best-selling novel beloved by Barack Obama brings Korean stars to the fore https://t.co/DAKKVdw67A,2022-03-31T23:09:15.000Z,,1509669178105499663,13,3,51,0,2768501,2007-03-29T02:15:36.000Z,ABC News,abcnews,Australia,1997991,1186,349558,13284
71810,1682,1509667125945901061,"@Jcuralli Your first follower was Barack Hussein Obama, the person who shifted SARS 2 Gain of Function research into China in the first place - and bears responsibility for all 1 M US Covid-19 deaths as well as the next million to come.

You have nothing to which I am willing to listen. 😡",2022-03-31T23:01:05.000Z,,1509409545818357762,4,4,68,0,2704681687,2014-08-03T18:35:50.000Z,Ethical Skeptic ☀,EthicalSkeptic,USA,132774,1205,31597,1109
71827,1682,1509665590260256768,"@peterbakernyt 1) The strategic oil reserve didn’t exist 50 years ago. It was started in 1975.
2) The only President who brought the reserve to full capacity was Barack Obama. https://t.co/vif3MzOPzA",2022-03-31T22:54:59.000Z,,1509528620770889735,109,6,454,3,745039403391672320,2016-06-20T23:43:30.000Z,Boudicca Mic 🇺🇦🌻,twistedmic24,United States,13579,13179,65788,18
71828,1682,1509665590260256768,"@peterbakernyt 1) The strategic oil reserve didn’t exist 50 years ago. It was started in 1975.
2) The only President who brought the reserve to full capacity was Barack Obama. https://t.co/vif3MzOPzA",2022-03-31T22:54:59.000Z,,1509528620770889735,109,6,454,3,745039403391672320,2016-06-20T23:43:30.000Z,Boudicca Mic 🇺🇦🌻,twistedmic24,United States,13579,13179,65790,18
71876,1682,1509660014549643265,"Boom, Barack Obama is correct! #DemVoice1 https://t.co/fYXNvp4M7v",2022-03-31T22:32:50.000Z,,1509660014549643265,218,17,614,14,792014441525239809,2016-10-28T14:45:32.000Z,AverageJoeBe 🇺🇦,AverageJoeBe,,1350,1416,8244,0
71893,1682,1509658017410826247,"@AlecStapp I also enjoyed this Yglesias take from 2014 about whether we should worry more about pandemics relative to ISIS. 

https://t.co/c4t5O8HKdp https://t.co/tF4tPIQuIw",2022-03-31T22:24:54.000Z,{'place_id': '01fbe706f872cb32'},1509651837540085768,6,10,258,2,15446531,2008-07-15T21:44:28.000Z,Matthew Yglesias,mattyglesias,"Washington, DC",530095,1381,537,11821
71894,1682,1509658017410826247,"@AlecStapp I also enjoyed this Yglesias take from 2014 about whether we should worry more about pandemics relative to ISIS. 

https://t.co/c4t5O8HKdp https://t.co/tF4tPIQuIw",2022-03-31T22:24:54.000Z,{'place_id': '01fbe706f872cb32'},1509651837540085768,6,10,258,2,15446531,2008-07-15T21:44:28.000Z,Matthew Yglesias,mattyglesias,"Washington, DC",530094,1381,538,11821
71948,1685,1509680697463738370,"Swing-voting Senate Republicans are lining up against the confirmation of Judge #KetanjiBrownJackson to the #SupremeCourt, dashing Democrats’ hopes that she would win moderately bipartisan support. https://t.co/X3uEKsktdf",2022-03-31T23:55:01.000Z,,1509680697463738370,32,7,118,2,29097819,2009-04-05T23:54:55.000Z,The Epoch Times,EpochTimes,"New York, USA",439264,82,223605,2868
71949,1685,1509680697463738370,"Swing-voting Senate Republicans are lining up against the confirmation of Judge #KetanjiBrownJackson to the #SupremeCourt, dashing Democrats’ hopes that she would win moderately bipartisan support. https://t.co/X3uEKsktdf",2022-03-31T23:55:01.000Z,,1509680697463738370,32,7,118,2,29097819,2009-04-05T23:54:55.000Z,The Epoch Times,EpochTimes,"New York, USA",439274,82,223613,2870
71950,1685,1509680697463738370,"Swing-voting Senate Republicans are lining up against the confirmation of Judge #KetanjiBrownJackson to the #SupremeCourt, dashing Democrats’ hopes that she would win moderately bipartisan support. https://t.co/X3uEKsktdf",2022-03-31T23:55:01.000Z,,1509680697463738370,32,7,118,2,29097819,2009-04-05T23:54:55.000Z,The Epoch Times,EpochTimes,"New York, USA",439289,82,223623,2870
71951,1685,1509680697463738370,"Swing-voting Senate Republicans are lining up against the confirmation of Judge #KetanjiBrownJackson to the #SupremeCourt, dashing Democrats’ hopes that she would win moderately bipartisan support. https://t.co/X3uEKsktdf",2022-03-31T23:55:01.000Z,,1509680697463738370,32,7,118,2,29097819,2009-04-05T23:54:55.000Z,The Epoch Times,EpochTimes,"New York, USA",439291,82,223627,2870
72066,1685,1509671601574494214,"Overwhelming support in the House today for my bill to increase wages for childcare workers. 

The strong bipartisan vote makes clear that the workforce behind our workforce is greatly valued. #Childcare https://t.co/9rB2rhbXWd",2022-03-31T23:18:52.000Z,{'place_id': '004d59e752d3bf33'},1509671601574494214,8,2,59,4,35625582,2009-04-27T01:20:52.000Z,Ryan Fecteau 🏳️‍🌈,SpeakerFecteau,"Biddeford, ME",10509,4790,16867,101
72152,1685,1509669020533940230,"Dems need to take off the gloves and start shouting out the GOP's plans if they want to win the Midterms!

The GOP wants to end America's Democracy! 

Fuck worrying about their bipartisan votes! 

The GOP donors won't allow the GOP to vote yes to help everyday people!
#FreshWords",2022-03-31T23:08:37.000Z,,1509669020533940230,144,13,268,4,874006150399877120,2017-06-11T20:51:19.000Z,Feisty is proud to be a Democrat!,FeistyLibLady,,40736,35911,115303,28
72775,1695,1509681324776329222,"No, there's no 7.5 hour gap here. No key bumps, either. The new MeidasTouch Podcast with former federal prosecutor Daniel Goldman is about to begin.

Click here now to watch: https://t.co/MFo2pBbwsv https://t.co/bmlUl1ZfSl",2022-03-31T23:57:31.000Z,,1509681324776329222,59,6,211,3,1243560408025198593,2020-03-27T15:28:09.000Z,MeidasTouch.com,MeidasTouch,,774991,1528,66754,3082
72776,1695,1509681324776329222,"No, there's no 7.5 hour gap here. No key bumps, either. The new MeidasTouch Podcast with former federal prosecutor Daniel Goldman is about to begin.

Click here now to watch: https://t.co/MFo2pBbwsv https://t.co/bmlUl1ZfSl",2022-03-31T23:57:31.000Z,,1509681324776329222,59,6,211,3,1243560408025198593,2020-03-27T15:28:09.000Z,MeidasTouch.com,MeidasTouch,,775003,1528,66757,3079
72777,1695,1509681324776329222,"No, there's no 7.5 hour gap here. No key bumps, either. The new MeidasTouch Podcast with former federal prosecutor Daniel Goldman is about to begin.

Click here now to watch: https://t.co/MFo2pBbwsv https://t.co/bmlUl1ZfSl",2022-03-31T23:57:31.000Z,,1509681324776329222,59,6,211,3,1243560408025198593,2020-03-27T15:28:09.000Z,MeidasTouch.com,MeidasTouch,,775015,1528,66761,3079
72778,1695,1509681324776329222,"No, there's no 7.5 hour gap here. No key bumps, either. The new MeidasTouch Podcast with former federal prosecutor Daniel Goldman is about to begin.

Click here now to watch: https://t.co/MFo2pBbwsv https://t.co/bmlUl1ZfSl",2022-03-31T23:57:31.000Z,,1509681324776329222,59,6,211,3,1243560408025198593,2020-03-27T15:28:09.000Z,MeidasTouch.com,MeidasTouch,,775027,1528,66761,3079
72779,1695,1509681324776329222,"No, there's no 7.5 hour gap here. No key bumps, either. The new MeidasTouch Podcast with former federal prosecutor Daniel Goldman is about to begin.

Click here now to watch: https://t.co/MFo2pBbwsv https://t.co/bmlUl1ZfSl",2022-03-31T23:57:31.000Z,,1509681324776329222,59,6,211,3,1243560408025198593,2020-03-27T15:28:09.000Z,MeidasTouch.com,MeidasTouch,,775071,1528,66770,3080
72781,1695,1509681324776329222,"No, there's no 7.5 hour gap here. No key bumps, either. The new MeidasTouch Podcast with former federal prosecutor Daniel Goldman is about to begin.

Click here now to watch: https://t.co/MFo2pBbwsv https://t.co/bmlUl1ZfSl",2022-03-31T23:57:31.000Z,,1509681324776329222,59,6,211,3,1243560408025198593,2020-03-27T15:28:09.000Z,MeidasTouch.com,MeidasTouch,,775086,1530,66771,3081
72863,1695,1509681247362056194,@GovRonDeSantis Thank you so much @POTUS for making these funds available. Even though @GovRonDeSantis is putting his name on checks we know the payments come from federal COVID funds. https://t.co/tZsBq8yh5z,2022-03-31T23:57:12.000Z,,1509606624683515912,29,1,89,1,3444216560,2015-09-04T04:23:46.000Z,Brenda 🇺🇦 🌻,dollfinswimmer,"California, USA",8790,9595,18634,0
72867,1695,1509681247362056194,@GovRonDeSantis Thank you so much @POTUS for making these funds available. Even though @GovRonDeSantis is putting his name on checks we know the payments come from federal COVID funds. https://t.co/tZsBq8yh5z,2022-03-31T23:57:12.000Z,,1509606624683515912,29,1,89,1,3444216560,2015-09-04T04:23:46.000Z,Brenda 🇺🇦 🌻,dollfinswimmer,"California, USA",8790,9594,18634,0
72871,1695,1509681247362056194,@GovRonDeSantis Thank you so much @POTUS for making these funds available. Even though @GovRonDeSantis is putting his name on checks we know the payments come from federal COVID funds. https://t.co/tZsBq8yh5z,2022-03-31T23:57:12.000Z,,1509606624683515912,29,1,89,1,3444216560,2015-09-04T04:23:46.000Z,Brenda 🇺🇦 🌻,dollfinswimmer,"California, USA",8789,9594,18634,0
73049,1696,1509582618815254534,@pritipatel @Ayelet__Shaked @ukhomeoffice @ukinisrael Are you both agreed that annexing countries is illegal and contrary to international law now then 👍🏻,2022-03-31T17:25:17.000Z,,1509573666530545677,4,1,63,0,317735972,2011-06-15T11:53:18.000Z,PAD,68PAD,,1421,3121,14207,1
73051,1696,1509578028677955584,"@johnstanly USA treat every country as satellite states but that time is gone , ..where was the USA when Galwan happened,,, those sharing table with Taliban now lecturing us about international law n illegal invasion ...USA is d champion when it comes invading sovereign countries",2022-03-31T17:07:03.000Z,,1509576621270786056,11,9,107,1,836237403824115712,2017-02-27T15:31:48.000Z,Sourav 🇮🇳,silent__knightt,"कलिंग, Bharata",860,1239,11412,0
73095,1696,1509521740719923205,"Kenya's top court ruled, Thursday, that President Uhuru Kenyatta's bid to change the constitution was illegal, dealing a blow to him and his allies ahead of key elections in August #NTVNews

Read more 👇 https://t.co/PBdV9UQ1Ar",2022-03-31T13:23:23.000Z,,1509521740719923205,4,15,66,0,109220563,2010-01-28T10:19:39.000Z,NTV UGANDA,ntvuganda,"Kampala, Uganda",1571542,478,248290,902
73097,1696,1509521001771864066,"Of course, it's a vital time in global security in the wake of Russia's illegal invasion of Ukraine. It's essential to respect the principles of sovereignty, territorial integrity, and international law: British Foreign Secy  Elizabeth Truss at delegation-level talks with EAM https://t.co/9LvTYj61L2",2022-03-31T13:20:27.000Z,,1509517911295426563,10,3,91,0,355989081,2011-08-16T05:23:41.000Z,ANI,ANI,India,6820811,0,548506,0
73098,1696,1509521001771864066,"Of course, it's a vital time in global security in the wake of Russia's illegal invasion of Ukraine. It's essential to respect the principles of sovereignty, territorial integrity, and international law: British Foreign Secy  Elizabeth Truss at delegation-level talks with EAM https://t.co/9LvTYj61L2",2022-03-31T13:20:27.000Z,,1509517911295426563,10,3,91,0,355989081,2011-08-16T05:23:41.000Z,ANI,ANI,India,6820906,0,548509,0
73168,1702,1509681843733413894,"If you looked at Bucks twitter while they’re losing, you’d think they were the consensus worst team of all time to ever lace them up",2022-03-31T23:59:34.000Z,,1509681843733413894,10,17,274,5,1064307329838051329,2018-11-19T00:00:16.000Z,🦌🏆💍,SnellSZN,MN ➡️ WI (he/him) - 23,23518,13999,73207,120
73169,1702,1509681843733413894,"If you looked at Bucks twitter while they’re losing, you’d think they were the consensus worst team of all time to ever lace them up",2022-03-31T23:59:34.000Z,,1509681843733413894,10,17,274,5,1064307329838051329,2018-11-19T00:00:16.000Z,🦌🏆💍,SnellSZN,MN ➡️ WI (he/him) - 23,23517,13999,73207,120
73170,1702,1509681843733413894,"If you looked at Bucks twitter while they’re losing, you’d think they were the consensus worst team of all time to ever lace them up",2022-03-31T23:59:34.000Z,,1509681843733413894,10,17,274,5,1064307329838051329,2018-11-19T00:00:16.000Z,🦌🏆💍,SnellSZN,MN ➡️ WI (he/him) - 23,23513,13997,73207,120
73620,1717,1509675626621399042,@juanborrelli Iván Olivares (Trotamundos de Carabobo) y su lanzamiento de 3 puntos desde la esquina. Jugó en Springfield College de Massachusetts. En su momento fue el primer latino en ser incluído en el Hall de la fama de la NCAA.,2022-03-31T23:34:52.000Z,,1509603748502515716,7,0,53,0,100582082,2009-12-30T19:57:16.000Z,JGC,GilbertoCarpio,"Venezuela, la mas bella!",58,284,1929,0
73722,1720,1509518601505619980,"@Leslieoo7 @ACTBrigitte Wasn't it that icon of the Republican party Ronald Reagan that said, ""Mr Gorbachev tear down this wall!""?",2022-03-31T13:10:54.000Z,,1509375467811483648,0,1,64,0,920325327020265473,2017-10-17T16:27:11.000Z,Diana Says!,MsDianaMKSCM,Location? Duh! Where I am!,2471,2560,63913,2
73789,1722,1509254252706861062,"trading in Russian corporate debt has soared to the highest level in at least two years, topping $250 million a day through mid-March: BBG",2022-03-30T19:40:29.000Z,,1509254252706861062,38,10,195,5,18856867,2009-01-11T04:08:58.000Z,zerohedge,zerohedge,,1306901,861,461089,23424
73795,1722,1509225651399704587,"Corporate profits at record highs. Highest health care costs in the world. Millions still uninsured. Not enough nurses and doctors.
 
We need Medicare for All.
 
I was proud to testify at this week's hearing demanding that healthcare be treated as the human right that it is. https://t.co/FokDz3s5E6",2022-03-30T17:46:50.000Z,,1509225651399704587,87,50,432,4,1082334352711790593,2019-01-07T17:53:13.000Z,Rep. Ilhan Omar,Ilhan,"Minneapolis, MN and Washington, DC",1309863,445,3946,3453
73796,1722,1509225651399704587,"Corporate profits at record highs. Highest health care costs in the world. Millions still uninsured. Not enough nurses and doctors.
 
We need Medicare for All.
 
I was proud to testify at this week's hearing demanding that healthcare be treated as the human right that it is. https://t.co/FokDz3s5E6",2022-03-30T17:46:50.000Z,,1509225651399704587,87,50,432,4,1082334352711790593,2019-01-07T17:53:13.000Z,Rep. Ilhan Omar,Ilhan,"Minneapolis, MN and Washington, DC",1309863,445,3946,3452
73810,1723,1509681879498199044,"There is a silver lining in every cloud. A rainbow may be seen somewhere in every patch of rain.

We can all agree that life's moments aren't always bright and sunny. One of the greatest gifts you can give to the world and to yourself is to live from a place of loving kindness. https://t.co/x6FzBQLanh",2022-03-31T23:59:43.000Z,,1509681879498199044,12,0,51,2,1494471858753662980,2022-02-18T00:41:12.000Z,TBPH,TintaBeautyPH,,602,1,239,0
73820,1723,1509681821423919105,"In case you forgot. Three years ago today, we were experiencing the greatest economy in the history of the world. 

Ever anywhere!",2022-03-31T23:59:29.000Z,,1509681821423919105,301,32,1121,9,824472044913983488,2017-01-26T04:20:28.000Z,Miles Commodore,miles_commodore,,125015,104497,49644,68
73891,1723,1509681377603727365,Says a lot about where we are as a society that the greatest public health challenges we’re facing are 1. convincing people to care about the well-being of others and 2. convincing people not to ingest horse dewormer.,2022-03-31T23:57:43.000Z,,1509681377603727365,15,2,89,0,161427410,2010-06-30T20:45:18.000Z,Slavic the Hedgehog,the_ns,Toronto adjacent,6381,4531,31350,12
