,Type,Name,Statement,Where,Date,Link
501,false,Facebook posts,"""The top 1% pays 90% of income taxes.”",Facebook post,"September 14, 2021",https://www.politifact.com/factchecks/2021/sep/14/facebook-posts/rip-aocs-dress-misses-claim-top-1-pay-90-income-ta/
502,false,Facebook posts,“Farmers stand in silence at auction so a young man can buy back his family farmhouse.”,Facebook post,"September 8, 2021",https://www.politifact.com/factchecks/2021/sep/14/facebook-posts/theres-no-evidence-farmers-stood-aside-allow-someo/
503,false,Jason Miyares,“The Parole Board operates with Mark Herring’s advice and consent.”,tweet,"September 2, 2021",https://www.politifact.com/factchecks/2021/sep/14/jason-miyares/miyares-claim-about-herrings-role-parole-board-lac/
504,false,Viral image,"""Florida has had 119 hurricanes since 1850,” yet experts are saying “the last one was due to climate change.""",Facebook post,"September 8, 2021",https://www.politifact.com/factchecks/2021/sep/13/viral-image/experts-say-climate-change-can-make-hurricanes-mor/
505,false,Larry Elder,“I don’t believe the science suggests that young people should be vaccinated. I don’t believe that young people should have to wear masks at school. I’m not sure the science is settled on that at all.”,CNN interview,"August 31, 2021",https://www.politifact.com/factchecks/2021/sep/11/larry-elder/science-does-recommend-covid-19-vaccine-young-peop/
506,false,Facebook posts,"Says TikTok found Cassie Compton, who has been missing from Arkansas since 2014.",Facebook post,"January 14, 2021",https://www.politifact.com/factchecks/2021/sep/10/facebook-posts/no-tiktok-didnt-solve-arkansas-missing-person-case/
507,false,Viral image,“The Bidens own 10% of” a Chinese firm whose stock is up almost 300%” since Joe Biden was elected.,Facebook post,"September 5, 2021",https://www.politifact.com/factchecks/2021/sep/10/viral-image/claim-about-bidens-ownership-chinese-firm-soaring-/
508,false,Viral image,Says the Tampa Bay Buccaneers owner paid for a Wall Street Journal ad critical of the president.,Facebook post,"August 28, 2021",https://www.politifact.com/factchecks/2021/sep/10/viral-image/no-tampa-bay-bucs-owner-didnt-pay-wsj-ad-critical-/
509,false,Viral image,“FEMA forcibly vaccinating Ida evacuees.”,Facebook post,"September 1, 2021",https://www.politifact.com/factchecks/2021/sep/10/viral-image/no-fema-isnt-forcing-ida-evacuees-get-covid-19-vac/
510,false,Facebook posts,"""Ivermectin sterilizes the majority (85%) of the men who take it.""",Facebook post,"September 7, 2021",https://www.politifact.com/factchecks/2021/sep/09/facebook-posts/problematic-study-fuels-ivermectin-sterility-claim/
511,false,Instagram posts,“President Putin bans mandatory vaccinations in Russia.”,Instagram post,"September 7, 2021",https://www.politifact.com/factchecks/2021/sep/09/instagram-posts/russian-president-vladimir-putin-has-not-banned-ma/
512,false,Greg Abbott,The Texas abortion law “provides at least six weeks for a person to be able to get an abortion.”,press conference,"September 7, 2021",https://www.politifact.com/factchecks/2021/sep/09/greg-abbott/texas-gov-abbott-wrong-about-pregnancy-abortion-ti/
513,false,Bloggers,"“Germany halts all Covid-19 vaccines, says they are unsafe and no longer recommended!!”",blog post,"August 27, 2021",https://www.politifact.com/factchecks/2021/sep/09/blog-posting/no-germany-hasnt-blocked-all-covid-19-vaccines-ove/
514,false,Facebook posts,Says a demonstration with an air quality monitor shows that cloth masks are dangerous for children.,Facebook post,"August 27, 2021",https://www.politifact.com/factchecks/2021/sep/08/facebook-posts/another-air-quality-monitor-demonstration-fails-sh/
515,false,Charles Schumer,“All” Americans in Afghanistan who “have wanted to come out have come out.”,interview with WSYRTV,"September 3, 2021",https://www.politifact.com/factchecks/2021/sep/07/charles-schumer/chuck-schumers-incorrect-statement-about-americans/
516,false,Viral image,Video shows “Pfizer lab in Madrid on fire.”,Bitchute post,"September 2, 2021",https://www.politifact.com/factchecks/2021/sep/07/viral-image/no-video-doesnt-show-pfizer-lab-fire-madrid/
517,false,Viral image,The US government is trying to create food shortages by telling farmers to destroy their crops.,Facebook post,"August 24, 2021",https://www.politifact.com/factchecks/2021/sep/07/viral-image/no-us-government-isnt-telling-farmers-destroy-thei/
518,false,Ted Cruz,"“In the last several months, the Biden administration has released over 7,000 illegal aliens who were COVID positive just in one Texas city.” Biden's border policies are ""endangering not just the people of Texas, but people all across the country.""",interview,"August 4, 2021",https://www.politifact.com/factchecks/2021/sep/03/ted-cruz/7000-covid-positive-migrants-quarantined-mcallen-a/
519,false,Kevin McCarthy,"“If these (telecom and internet) companies comply with the Democrat order to turn over private information, they are in violation of federal law and subject to losing their ability to operate in the United States.”",statement viTwitter,"August 31, 2021",https://www.politifact.com/factchecks/2021/sep/02/kevin-mccarthy/house-gop-leader-kevin-mccarthy-wrong-telecom-law-/
520,false,The Gateway Pundit,U.S. veteran group rescued Afghan allies “behind Biden’s back.”,Facebook post,"August 27, 2021",https://www.politifact.com/factchecks/2021/sep/01/gateway-pundit/pineapple-express-mission-worked-us-military-do-re/
521,false,Tweets,A video shows the “Taliban hanging someone from a helicopter.”,tweets,"August 30, 2021",https://www.politifact.com/factchecks/2021/aug/31/tweets/viral-video-doesnt-show-taliban-hanging-body-helic/
522,false,Viral image,Photos show the U.S. service members killed in a 2021 suicide bombing in Kabul.,Facebook post,"August 27, 2021",https://www.politifact.com/factchecks/2021/aug/31/viral-image/photos-show-service-members-killed-2017-military-p/
523,false,Joe Rogan,The mRNA COVID-19 vaccines are “really gene therapy.”,podcast episode,"August 20, 2021",https://www.politifact.com/factchecks/2021/aug/31/joe-rogan/joe-rogan-falsely-says-mrna-vaccines-are-gene-ther/
524,false,Facebook posts,“Friendly reminder: Cigarettes are FDA approved.”,Facebook post,"August 24, 2021",https://www.politifact.com/factchecks/2021/aug/30/facebook-posts/no-fda-hasnt-approved-cigarettes-or-any-tobacco-pr/
525,false,Viral image,Says President Joe Biden fell asleep during a meeting with Israel’s prime minister.,Facebook post,"August 28, 2021",https://www.politifact.com/factchecks/2021/aug/30/viral-image/video-clips-disprove-claim-about-bidens-meeting-is/
526,false,Facebook posts,Thalidomide was FDA-approved for pregnant women in the 1960s.,Facebook post,"August 23, 2021",https://www.politifact.com/factchecks/2021/aug/30/facebook-posts/thalidomide-morning-sickness-drug-caused-disabilit/
527,false,TikTok posts,"""Norfolk naval base has been taken by NATO.""",TikTok post,"August 1, 2021",https://www.politifact.com/factchecks/2021/aug/27/tiktok-posts/viral-tiktok-falsely-claims-nato-took-over-uss-lar/
528,false,Facebook posts,Video shows “pupils in Nigeria running away from being vaccinated.”,post,"January 26, 2021",https://www.politifact.com/factchecks/2021/aug/27/facebook-posts/no-video-doesnt-show-nigerian-students-fleeing-cov/
529,false,Facebook posts,Says a U.S. Air Force-insignia plane evacuating people from Afghanistan is fake.,Facebook post,"August 20, 2021",https://www.politifact.com/factchecks/2021/aug/27/facebook-posts/no-evidence-us-air-force-plane-evacuating-afghanis/
530,false,Dan Patrick,"""Democrats like to blame Republicans on (low vaccination rates). Well, the biggest group in most states are African Americans who have not been vaccinated. The last time I checked, over 90% of them vote for Democrats.""",interview,"August 19, 2021",https://www.politifact.com/factchecks/2021/aug/26/dan-patrick/no-you-cant-tie-present-covid-surge-black-populati/
531,false,Instagram posts,75 doctors in South Florida walked out in protest as their hospital was flooded with unvaccinated COVID-19 patients,Instagram post,"August 23, 2021",https://www.politifact.com/factchecks/2021/aug/25/instagram-posts/no-doctors-south-florida-did-not-walk-job-or-prote/
532,false,Facebook posts,"“It is the vaccinated, NOT the unvaccinated, spreading mutant variants.”",Facebook post,"August 13, 2021",https://www.politifact.com/factchecks/2021/aug/25/facebook-posts/evidence-shows-covid-19-variants-are-largely-sprea/
533,false,Facebook posts,“80% of women who have been jabbed have lost their children in the first trimester.”,Facebook post,"August 21, 2021",https://www.politifact.com/factchecks/2021/aug/24/facebook-posts/claim-about-covid-19-vaccines-and-miscarriages-bas/
534,false,Instagram posts,“Pfizer CEO has not yet had vaccine.”,Instagram post,"August 22, 2021",https://www.politifact.com/factchecks/2021/aug/24/instagram-posts/pfizers-ceo-was-vaccinated-against-covid-19-march/
535,false,Viral image,"Says Donald Trump said, “Do not be distracted by all this going on in Afghanistan. Always keep one eye on Washington D.C. A magician always distracts his audience.”",Facebook post,"August 22, 2021",https://www.politifact.com/factchecks/2021/aug/24/viral-image/no-evidence-donald-trump-said-about-afghanistan-di/
536,false,Joe Biden,Al-Qaida is “gone” from Afghanistan.,remarks,"August 20, 2021",https://www.politifact.com/factchecks/2021/aug/23/joe-biden/joe-biden-said-al-qaida-gone-afghanistan-s-wrong/
537,false,Instagram posts,Says a report of unvaccinated Florida teachers dying from COVID-19 isn’t real.,Instagram post,"August 13, 2021",https://www.politifact.com/factchecks/2021/aug/20/instagram-posts/covid-19-deaths-broward-county-schoolteachers-did-/
538,false,Facebook posts,"COVID-19 vaccinations are “a violation of the Nuremberg code.""",Facebook post,"August 16, 2021",https://www.politifact.com/factchecks/2021/aug/20/facebook-posts/covid-19-vaccination-does-not-violate-nuremberg-co/
539,false,Candace Owens,“The CDC actually put together a document to discuss putting high risk people into camps to ‘shield’ low risk people from them.”,Twitter post,"August 9, 2021",https://www.politifact.com/factchecks/2021/aug/20/candace-owens/cdcs-not-going-put-people-high-risk-catching-covid/
540,false,Viral image,The Biden administration “gifted the Taliban with $80 billion-plus” in military-grade weapons but now “wants your 9mm pistols.”,viral image,"August 17, 2021",https://www.politifact.com/factchecks/2021/aug/20/viral-image/no-proof-biden-left-taliban-80b-weapons-or-he-want/
541,false,Viral image,"Says Al Jazeera tweeted, “#BreakingNews Taliban started abducting minor girls from their home. The parents who are refusing to give their daughters to Taliban are being killed by Taliban fighters.”",Facebook post,"August 18, 2021",https://www.politifact.com/factchecks/2021/aug/19/viral-image/doctored-al-jazeera-tweet-makes-claims-about-talib/
542,false,Facebook posts,229 Christian missionaries were sentenced to death in Afghanistan.,Facebook post,"August 18, 2021",https://www.politifact.com/factchecks/2021/aug/19/facebook-posts/theres-no-evidence-229-christian-missionaries-face/
543,false,Viral image,Video shows Afghan riding on plane engine.,Instagram post,"August 17, 2021",https://www.politifact.com/factchecks/2021/aug/19/viral-image/tiktok-video-miscaptioned-part-kabul-airport-turmo/
544,false,Fox News Channel,“Fauci doesn’t trust new vaccine research as delta variant surges.”,Instagram post,"August 15, 2021",https://www.politifact.com/factchecks/2021/aug/18/fox-news-channel/fauci-didnt-doubt-vaccine-study-he-cautioned-using/
545,false,Viral image,“CA inmate pregnant after being forced to share prison with transgender ‘woman.’”,Instagram post,"August 10, 2021",https://www.politifact.com/factchecks/2021/aug/18/viral-image/no-transgender-woman-didnt-impregnate-another-inma/
546,false,Viral image,Says Malala Yousafzai “is silent about the cries of women and children suffering at the hands of the Taliban.”,Instagram post,"August 16, 2021",https://www.politifact.com/factchecks/2021/aug/18/viral-image/no-malala-hasnt-been-silent-about-women-afghanista/
547,false,Viral image,“Biden’s teleprompter told him to ‘LEAVE NOW’ when his speech was concluded.”,Instagram post,"August 16, 2021",https://www.politifact.com/factchecks/2021/aug/18/viral-image/doctored-photo-bidens-teleprompter-shared-online/
548,false,Mike Shirkey,“I don’t need” the COVID-19 vaccine. “I have natural immunity” that lasts “forever.”,TV interview,"August 16, 2021",https://www.politifact.com/factchecks/2021/aug/18/mike-shirkey/mich-lawmaker-falsely-claims-previous-infection-pr/
549,false,Viral image,Says Military Times reported that a study found “60% of sailors who had been fully vaccinated with 2-shot series vaccines are now at risk for heart disease.”,Instagram post,"August 12, 2021",https://www.politifact.com/factchecks/2021/aug/18/viral-image/doctored-military-times-news-headlines-spread-misi/
550,false,Viral image,Says CNN said “Taliban fighters responsibly wearing masks.”,Instagram post,"August 15, 2021",https://www.politifact.com/factchecks/2021/aug/17/viral-image/no-cnn-didnt-praise-taliban-wearing-masks/
551,false,Viral image,Says CNN and other news organizations tweeted that a journalist was executed in Kabul by Taliban fighters.,Instagram post,"August 16, 2021",https://www.politifact.com/factchecks/2021/aug/17/viral-image/fake-news-accounts-spread-false-information-about-/
552,false,Viral image,"Photo shows CNN chyron about Afghanistan that says, “Violent but mostly peaceful transfer of power.”",Facebook post,"August 15, 2021",https://www.politifact.com/factchecks/2021/aug/16/viral-image/viral-cnn-chyron-about-afghanistan-doctored/
553,false,Gary Sides,"The United States' southern border is ""basically open"" and is ""a super spreader event.”",school board meeting,"August 3, 2021",https://www.politifact.com/factchecks/2021/aug/13/gary-sides/north-carolina-school-leader-repeats-false-claims-/
554,false,TikTok posts,There is a “0.05% chance of dying from COVID.”,TikTok post,"July 26, 2021",https://www.politifact.com/factchecks/2021/aug/13/tiktok-posts/experts-break-down-numbers-catching-or-dying-covid/
555,false,Instagram posts,Says actor Mike Mitchell died because of a COVID-19 booster shot.,Instagram post,"August 8, 2021",https://www.politifact.com/factchecks/2021/aug/12/instagram-posts/no-evidence-actor-mike-mitchells-death-was-linked-/
556,false,Facebook posts,Flights across America are backed up because airline crews are “refusing the mandated jab” and walking off boarded flights.,Facebook post,"August 8, 2021",https://www.politifact.com/factchecks/2021/aug/12/facebook-posts/no-evidence-airline-crews-walking-flights-protest-/
557,false,Jack Posobiec,"The White House plans to call for lockdowns due to the delta variant and is “aiming for late 2nd week of August, per WH official.”",tweet,"July 29, 2021",https://www.politifact.com/factchecks/2021/aug/12/jack-posopiec/conservative-pundits-say-biden-and-democrats-want-/
558,false,Viral image,"Photo shows Ron DeSantis holding a shirt that says, “Your mask is as useless as Joe Biden.”",Facebook post,"August 8, 2021",https://www.politifact.com/factchecks/2021/aug/11/viral-image/altered-image-shows-ron-desantis-holding-anti-mask/
559,false,Facebook posts,Says Kathy Hochul is Nancy Pelosi’s stepsister.,Facebook post,"August 10, 2021",https://www.politifact.com/factchecks/2021/aug/11/facebook-posts/no-kathy-hochul-and-nancy-pelosi-arent-stepsisters/
560,false,Ron DeSantis,The Centers for Disease Control and Prevention’s recent guidance on students and masking “lacks a well-grounded scientific justification.”,executive order,"July 30, 2021",https://www.politifact.com/factchecks/2021/aug/10/ron-desantis/desantis-executive-order-misleading-about-lack-sci/
561,false,Viral image,CNN had “Jeffrey Toobin on analyzing the Andrew Cuomo sexual harassment allegations as their legal expert.”,Instagram post,"August 10, 2021",https://www.politifact.com/factchecks/2021/aug/10/viral-image/cnn-clip-about-andrew-cuomo-doesnt-include-jeffrey/
562,false,Facebook posts,A slain Chicago police officer left behind a two-month-old baby.,Facebook post,"August 8, 2021",https://www.politifact.com/factchecks/2021/aug/10/facebook-posts/no-chicago-police-officer-ella-french-didnt-leave-/
563,false,Viral image,Suggests a suspicious link between the COVID-19 delta variant and company named Delta that works in 5G.,viral image,"August 7, 2021",https://www.politifact.com/factchecks/2021/aug/10/viral-image/link-between-covid-19-variant-and-firm-works-5g-ju/
564,false,Glenn Youngkin,“We actually have this critical race theory moved into all our schools in Virginia.”,speech,"July 9, 2021",https://www.politifact.com/factchecks/2021/aug/10/glenn-youngkin/youngkin-offers-little-proof-critical-race-theory-/
565,false,TikTok posts,"“The Vaccine Adverse Event Recording System shows that 5,946 people have died because of the” COVID-19 vaccine.",TikTok video,"July 18, 2021",https://www.politifact.com/factchecks/2021/aug/09/tiktok-posts/no-truth-vaers-system-shows-6000-died-because-covi/
566,false,Viral image,"Unvaccinated people “are making the vaccinated people sick and die, but the unvaccinated people are not dead or sick.”",viral image,"August 5, 2021",https://www.politifact.com/factchecks/2021/aug/09/viral-image/unvaccinated-people-not-dead-or-sick-false-covid-1/
567,false,Viral image,"Says there are fewer than 2,000 confirmed COVID-19 hospitalizations in the U.S.",viral image,"August 5, 2021",https://www.politifact.com/factchecks/2021/aug/09/viral-image/group-falsely-claims-there-are-less-2000-current-c/
568,false,Facebook posts,“Pfizer vaccine now completely worthless in Israel as >80% of all COVID-19 patients were previously vaccinated.”,post,"July 31, 2021",https://www.politifact.com/factchecks/2021/aug/09/facebook-posts/facebook-post-misleads-cases-and-outcomes-israels-/
569,false,Viral image,“Due to the new ‘delta variant’ California will be mailing in ballots for recall election.”,Instagram post,"August 3, 2021",https://www.politifact.com/factchecks/2021/aug/06/viral-image/mail-ballots-approved-california-delta-surge/
570,false,Instagram posts,The survival rate for COVID-19 is over 99% for most age groups.,Instagram post,"August 3, 2021",https://www.politifact.com/factchecks/2021/aug/06/instagram-posts/why-covid-19-survival-rate-not-over-99/
571,false,Viral image,The “delta” in “delta variant” means “deep sleep.”,Facebook post,"July 31, 2021",https://www.politifact.com/factchecks/2021/aug/06/viral-image/no-delta-variant-doesnt-refer-deep-sleep/
572,false,Ron DeSantis,Says Joe Biden has driven the current coronavirus surge because he “imported more virus from around the world by having a wide open southern border.”,press conference,"August 4, 2021",https://www.politifact.com/factchecks/2021/aug/06/ron-desantis/ron-desantis-effort-blame-covid-19-spread-migrants/
573,false,Viral image,Photo shows Laurel Hubbard “winning the women's weight lifting competition” at the Olympics.,Facebook post,"July 31, 2021",https://www.politifact.com/factchecks/2021/aug/06/viral-image/old-photo-shows-laurel-hubbard-winning-gold-not-ol/
574,false,Facebook posts,"""If your employer is mandating any pokes, do not quit. Make them fire you. That way you get unemployment benefits.""",Facebook post,"August 4, 2021",https://www.politifact.com/factchecks/2021/aug/05/facebook-posts/getting-fired-over-vaccine-mandate-may-cost-you-un/
575,false,Facebook posts,"Quotes Abraham Lincoln as saying, “You cannot help the poor by destroying the rich.”",Facebook,"July 25, 2019",https://www.politifact.com/factchecks/2021/aug/05/facebook-posts/pro-capitalism-quote-misattributed-abraham-lincoln/
576,false,Facebook posts,"Two federal government buses “stopped in front of a Mexican restaurant in the very small town of Green Cove Springs Florida… The passengers were illegal immigrants, straight from the southern border.”",Facebook post,"July 31, 2021",https://www.politifact.com/factchecks/2021/aug/05/facebook-posts/feds-did-not-drop-immigrants-illegally-country-mex/
577,false,Bob Good,“Wearing masks has not been demonstrated to make a significant impact in preventing the spread of COVID.”,Facebook post,"July 26, 2021",https://www.politifact.com/factchecks/2021/aug/05/bob-good/contrary-good-masks-have-been-shown-limit-covid-sp/
578,false,Instagram posts,"“CDC confesses: Vaccines are failing, and the vaxxed can be superspreaders.”",post,"August 1, 2021",https://www.politifact.com/factchecks/2021/aug/04/instagram-posts/cdc-did-not-say-vaccines-are-failing-or-vaccinated/
579,false,Viral image,It’s safer to be unvaccinated than vaccinated against COVID-19.,viral image,"August 2, 2021",https://www.politifact.com/factchecks/2021/aug/04/viral-image/covid-19-its-safer-be-unvaccinated-several-ways-s-/
580,false,Facebook posts,Ivermectin caused a substantial decrease in the excess mortality rate in Mexico.,Facebook post,"July 24, 2021",https://www.politifact.com/factchecks/2021/aug/04/facebook-posts/claim-ivermectin-bringing-down-covid-19-mortality-/
581,false,Rick Scott,Says Joe Biden and Democrats “have done absolutely nothing to help families struggling to keep up with inflation.”,press release,"July 30, 2021",https://www.politifact.com/factchecks/2021/aug/04/rick-scott/rick-scotts-false-claim-biden-democrats-have-done-/
582,false,Facebook posts,“Fauci just told us they found a (coronavirus) variant that ‘evades the test.’”,Facebook post,"August 1, 2021",https://www.politifact.com/factchecks/2021/aug/04/facebook-posts/fauci-did-not-say-there-was-covid-19-variant-can-e/
583,false,Rebecca Kleefisch,Says Gov. Tony Evers has declared Wisconsin “permanently closed” for business.,Twitter,"July 20, 2021",https://www.politifact.com/factchecks/2021/aug/04/rebecca-kleefisch/no-evers-didnt-say-wisconsin-was-permanently-close/
584,false,Facebook posts,"""They didn't allow"" Simone Biles ""to take her ADHD medication.""",Facebook post,"August 1, 2021",https://www.politifact.com/factchecks/2021/aug/02/facebook-posts/no-evidence-olympics-barred-gymnast-simone-biles-u/
585,false,Bloggers,“Type-2 diabetes gummies nets the biggest deal in ‘Shark Tank’ history!”,blog post,"August 2, 2021",https://www.politifact.com/factchecks/2021/aug/02/blog-posting/no-these-former-shark-tank-contestants-didnt-pitch/
586,false,Facebook posts,Says the white man who wanted Rosa Parks’ seat on the bus was suffering from ADHD and anxiety.,Facebook post,"July 19, 2021",https://www.politifact.com/factchecks/2021/aug/02/facebook-posts/social-media-post-about-passenger-rosa-parks-bus-s/
587,false,JB Pritzker,“You can't actually use ARPA (American Rescue Plan Act) funds” to pay down state unemployment insurance fund deficits.,podcast interview,"July 21, 2021",https://www.politifact.com/factchecks/2021/jul/30/jb-pritzker/states-can-use-arpa-money-replenish-unemployment-f/
588,false,Facebook posts,Mail-in voting requires no signature verification.,Facebook post,"July 19, 2021",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/most-states-require-signature-verification-mail-ba/
589,false,Facebook posts,"CDC ""will revoke the emergency use authorization"" of the PCR COVID tests because those tests don't differentiate between COVID and flu viruses. ""Translation: They've been adding flu cases to Covid cases when using that test.”",social media,"July 25, 2021",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/cdc-test-cant-differentiate-between-covid-and-flu-/
590,false,Facebook posts,“More than 40 military tribunals testified.”,Facebook post,"July 30, 2021",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/no-dozens-military-tribunals-arent-underway/
591,false,Facebook posts,“60% of patients admitted to the hospital in the UK have been fully vaccinated”,Facebook post,"July 21, 2021",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/uk-health-official-misspoke-when-he-said-60-hospit/
592,false,Facebook posts,"General Motors “admits the 'clean' energy used to charge electric cars comes from coal, 95% coal, to be exact.""",Facebook post,"July 13, 2021",https://www.politifact.com/factchecks/2021/jul/29/facebook-posts/general-motors-did-not-say-95-energy-electric-cars/
593,false,Viral image,Photo shows the place where “the Atlantic Ocean and the Pacific Ocean face each other without mixing.”,Facebook,"July 23, 2021",https://www.politifact.com/factchecks/2021/jul/29/viral-image/social-media-photo-shows-glacial-runoff-hitting-gu/
594,false,Viral image,"Photo shows Donald Trump supporters protesting Joe Biden’s visit to Allentown, Pa.",Facebook post,"July 29, 2021",https://www.politifact.com/factchecks/2021/jul/29/viral-image/photos-trump-supporters-protesting-biden-are-2020-/
595,false,Viral image,"Says Emmanuel Macron said, “I no longer have any intention of sacrificing my life, my time, my freedom and the adolescence of my daughters, as well as their right to study properly, for those who refuse to be vaccinated.”",Instagram post,"July 21, 2021",https://www.politifact.com/factchecks/2021/jul/29/viral-image/italian-journalists-comments-have-been-misattribut/
596,false,Facebook posts,"Says Marjorie Taylor Greene said, “Jesus loves the U.S. most and that is why the Bible is written in English.”",Facebook post,"July 26, 2021",https://www.politifact.com/factchecks/2021/jul/29/facebook-posts/no-marjorie-taylor-greene-didnt-say-about-bible/
597,false,Facebook posts,Ethylene oxide used in COVID-19 testing swabs “literally changes the structure of the building blocks of your own body.”,Facebook post,"July 18, 2021",https://www.politifact.com/factchecks/2021/jul/29/facebook-posts/covid-19-testing-swabs-wont-change-your-dna-contra/
598,false,Facebook posts,"Says George Floyd’s criminal history includes “23 arrests,” “3 car thefts” and many violent crimes.",Facebook post,"July 18, 2021",https://www.politifact.com/factchecks/2021/jul/28/facebook-posts/post-exaggerates-george-floyds-criminal-history/
599,false,Facebook posts,There are “22 million illegal aliens living in America and ... voting illegally.”,Facebook post,"July 24, 2021",https://www.politifact.com/factchecks/2021/jul/27/facebook-posts/no-evidence-viral-claim-22-million-illegal-aliens-/
600,false,Facebook posts,Video montage shows Kamala Harris and others faking vaccination.,post,"July 19, 2021",https://www.politifact.com/factchecks/2021/jul/27/facebook-posts/video-suggesting-covid-19-vaccinations-were-faked-/
601,false,Facebook posts,“Drivers with no DUIs are getting up to $610 back in savings.”,Facebook,"July 21, 2021",https://www.politifact.com/factchecks/2021/jul/27/facebook-posts/website-promises-money-drivers-without-dui-theres-/
602,false,Facebook posts,“It makes no sense to require vaccinations for the previously infected.”,Facebook post,"July 14, 2021",https://www.politifact.com/factchecks/2021/jul/27/facebook-posts/heres-why-experts-say-people-who-had-covid-19-shou/
603,false,Viral image,Says an NBC producer at the Olympics was caught on a hot mic saying “60% of people in this stadium will be dead within 10 days.”,Facebook post,"July 25, 2021",https://www.politifact.com/factchecks/2021/jul/27/viral-image/no-olympics-hot-mic-video-isnt-real-its-joke/
604,false,Facebook posts,A photograph shows members of the U.S. women’s soccer team kneeling during the national anthem at the Tokyo Olympics.,Facebook post,"July 21, 2021",https://www.politifact.com/factchecks/2021/jul/26/facebook-posts/its-not-true-womens-us-soccer-team-kneeled-during-/
605,false,Viral image,"“Child support card” in Delaware ""controls what mothers can and cannot buy with child support money.”",Facebook post,"July 2, 2021",https://www.politifact.com/factchecks/2021/jul/26/viral-image/no-delaware-doesnt-limit-what-parents-can-buy-chil/
606,false,Instagram posts,"“California has a personal belief exemption to any new vaccine added to the schedule after June 2015 for public and private daycare, preschool and K-12.”",Instagram post,"June 21, 2021",https://www.politifact.com/factchecks/2021/jul/23/instagram-posts/no-california-does-not-have-personal-belief-exempt/
607,false,Joe Biden,"""The cost of an automobile, it's kind of back to what it was before the pandemic.""",CNN town hall,"July 22, 2021",https://www.politifact.com/factchecks/2021/jul/23/joe-biden/joe-biden-wrong-when-he-says-prices-new-used-cars-/
608,false,Donald Trump Jr.,"Referring to a destroyed brick mural of George Floyd, said it’s highly unusual for a brick wall to be destroyed by lightning.",video,"July 16, 2021",https://www.politifact.com/factchecks/2021/jul/23/donald-trump-jr/no-it-doesnt-take-divine-intervention-brick-wall-c/
609,false,Facebook posts,“Coca-Cola has lost $4 bil in market value as people are boycotting Coke for their ‘try to be less White’ statement.”,post,"June 25, 2021",https://www.politifact.com/factchecks/2021/jul/23/facebook-posts/coca-colas-stock-didnt-tank-race-related-boycott/
610,false,Facebook posts,“This week the military was moving big equipment into the major big cities preparing for the Maricopa audit results.”,Facebook post,"July 22, 2021",https://www.politifact.com/factchecks/2021/jul/23/facebook-posts/no-proof-military-moving-equipment-cities-due-mari/
611,false,TikTok posts,Says Joe Biden and Kamala Harris distrusted COVID-19 vaccines.,TikTok video,"June 16, 2021",https://www.politifact.com/factchecks/2021/jul/23/tiktok-posts/biden-harris-doubted-trump-covid-19-vaccines-not-v/
612,false,Facebook posts,The coronavirus can’t be so dangerous because there are no biohazard bins for COVID-19 masks and gloves.,Facebook post,"July 11, 2020",https://www.politifact.com/factchecks/2021/jul/22/facebook-posts/why-masks-covid-19-dont-need-go-biohazard-bins/
613,false,House Republicans,“President Biden says he wants to ban handguns.”,tweet,"July 21, 2021",https://www.politifact.com/factchecks/2021/jul/22/national-house-republicans/no-joe-biden-doesnt-want-ban-handguns/
614,false,Kristi Noem,"“In South Dakota, I’m putting prayer back in our schools.”",Iowevent,"July 16, 2021",https://www.politifact.com/factchecks/2021/jul/22/kristi-noem/kristi-noem-putting-prayer-back-schools-no-evidenc/
615,false,Bobby Scott,“Every Republican in Congress voted to defund the police when they voted against the American Rescue Plan.”,tweet,"July 12, 2021",https://www.politifact.com/factchecks/2021/jul/22/bobby-scott/scott-falsely-accuses-gop-defunding-police/
616,false,Viral image,"“If the shot actually saved lives, they’d be priced so high that you literally could not afford them, you know like insulin.”",viral image,"July 16, 2021",https://www.politifact.com/factchecks/2021/jul/21/viral-image/much-evidence-covid-19-vaccines-save-lives-even-th/
617,false,Marjorie Taylor Greene,Questions about whether she’s been vaccinated are “a violation of my HIPAA rights.”,remarks to reporters,"July 20, 2021",https://www.politifact.com/factchecks/2021/jul/21/marjorie-taylor-greene/marjorie-taylor-greene-says-hipaa-shields-her-vacc/
618,false,Bloggers,“Canada prohibits all vaxxed pilots from flying.”,blog post,"July 11, 2021",https://www.politifact.com/factchecks/2021/jul/21/blog-posting/no-canada-isnt-banning-pilots-flying-if-they-get-c/
619,false,Viral image,Photo shows people protesting against “vaccine tyranny” in France.,Facebook post,"July 19, 2021",https://www.politifact.com/factchecks/2021/jul/21/viral-image/photo-world-cup-celebration-france-not-anti-vaccin/
620,false,Facebook posts,Five JetBlue pilots died from the COVID-19 vaccine.,Facebook post,"July 17, 2021",https://www.politifact.com/factchecks/2021/jul/21/facebook-posts/deaths-jetblue-pilots-falsely-connected-covid-19-v/
